DISTANCE,Arrival
28.0,56.0
30.0,17.0
31.0,32.16133162612036
41.0,27.92792792792793
47.0,23.0
49.0,30.346153846153847
54.0,18.0
55.0,49.56521739130435
66.0,60.71454545454545
67.0,41.666834635088605
68.0,37.02877237851662
69.0,65.39178885630498
70.0,39.654804270462634
72.0,20.0
73.0,43.066914498141266
74.0,44.45815841029947
75.0,35.56842105263158
76.0,41.89434129089302
77.0,51.429800968262505
80.0,18.0
82.0,29.84763948497854
83.0,35.829159875537115
84.0,30.18859957776214
86.0,47.43388744852829
87.0,60.75342465753425
88.0,41.954992967651194
89.0,36.56855003403676
90.0,38.77058823529412
91.0,37.955263157894734
93.0,37.14653586756591
94.0,46.67336683417086
95.0,36.68694550063371
96.0,40.55885780885781
97.0,148.0
98.0,50.915191053122086
99.0,36.864285714285714
100.0,12.483584438947606
101.0,10.843585237258347
102.0,15.179444502236555
104.0,27.276923076923076
106.0,41.48536392405063
108.0,42.32680827433014
109.0,33.06148462884279
110.0,30.578770323304056
111.0,69.0
113.0,43.353637901861255
114.0,45.46914556962025
115.0,63.0
116.0,44.771544715447156
118.0,38.58292231812577
119.0,32.82661400163443
120.0,40.91821069348862
121.0,13.49838605551969
122.0,46.611832061068704
123.0,29.258726899383984
125.0,44.75529801324503
127.0,41.004926108374384
128.0,46.2557251908397
129.0,28.465615763546797
130.0,34.176016123614374
132.0,37.46511627906977
133.0,48.326
134.0,34.198993754337266
135.0,45.75393053016453
136.0,4.0
137.0,37.68300030123506
139.0,37.27037392138063
140.0,38.645618345618345
141.0,39.95847750865052
142.0,52.983071342200724
143.0,41.18620403649433
144.0,46.58748169838946
145.0,45.78503118503119
147.0,42.152317880794705
148.0,24.4313089167053
149.0,7.0
150.0,27.260202302057902
151.0,36.96869821395691
152.0,38.662572981679084
153.0,34.203870967741935
154.0,30.0
155.0,44.77899096385542
156.0,37.424285714285716
157.0,43.497807186273754
158.0,44.67813302883243
159.0,26.25860904794058
160.0,32.276844411979546
161.0,46.01704545454545
162.0,30.338380015140046
163.0,12.008457014841781
164.0,44.51042109740536
166.0,39.041400304414005
168.0,27.27035523420308
169.0,48.63169164882227
170.0,41.21143304620204
172.0,36.98779867819014
173.0,38.270743749004616
174.0,43.69290465631929
175.0,34.45442001655781
176.0,62.622950819672134
177.0,37.064205457463885
178.0,64.51612903225806
179.0,40.14414414414414
181.0,28.44271844660194
182.0,44.4766081871345
183.0,23.402985074626866
184.0,45.628487387467686
185.0,28.889666666666667
187.0,46.166794029242446
188.0,28.205913978494625
189.0,27.2026416702173
190.0,39.881997695577894
191.0,37.40044994375703
192.0,36.42753386115292
193.0,51.258823529411764
195.0,45.73268921095008
196.0,40.48902291917973
197.0,28.74411208526732
198.0,48.64967948717949
199.0,50.72028026469443
200.0,49.03316538044518
201.0,29.07724425887265
202.0,66.34408602150538
203.0,50.92896174863388
204.0,34.187433439829604
205.0,36.81949111857897
207.0,43.354314720812184
208.0,36.166862976050254
209.0,43.54904390934844
210.0,25.74748874263942
212.0,46.85442527809125
213.0,41.35432003099574
214.0,34.7850023057004
215.0,46.67839805825243
216.0,14.386464187492527
220.0,30.996321969161126
221.0,29.80235025297862
222.0,44.86498708010336
223.0,33.63652304609219
224.0,36.41445675666404
225.0,36.719339622641506
226.0,28.69360295547346
227.0,42.3265732546706
228.0,39.66756556327108
229.0,40.74826945804491
230.0,42.23889668069191
231.0,37.78035240164132
232.0,39.47796610169492
234.0,39.528063766190634
235.0,44.59727787317942
236.0,31.913570636661714
237.0,33.417320994578425
238.0,44.179931640625
239.0,28.337833248429273
240.0,41.091675871071395
241.0,39.36993355481727
243.0,48.550697084917616
245.0,36.10163749294184
246.0,45.310344827586206
247.0,38.06592047492425
248.0,28.125987747491788
249.0,29.716238608119305
250.0,42.48479143961161
251.0,26.680959207611103
252.0,39.97902397260274
253.0,33.53089488636363
254.0,62.94170403587444
255.0,27.93696661771127
256.0,35.05714285714286
257.0,33.16929573965967
258.0,31.845733569018158
259.0,31.177867056245436
260.0,43.008849557522126
261.0,25.672775642920485
262.0,48.55137844611529
263.0,13.703703703703704
264.0,46.32799845738527
265.0,41.943289786223275
266.0,45.084356109177506
268.0,41.06158765466426
269.0,54.816168717047454
270.0,31.503155209452203
271.0,30.517788405459
272.0,27.60489396411093
273.0,41.07338696437367
274.0,46.201719576719576
276.0,37.666666666666664
277.0,35.10770562770563
278.0,26.928571428571427
279.0,36.20733944954129
280.0,39.92420875919617
281.0,30.614636479591837
282.0,41.20627679956208
283.0,29.60715683971498
284.0,45.40937126024119
285.0,40.401865197117424
286.0,48.49877408056042
287.0,37.630274261603375
288.0,41.592632719393286
289.0,28.367099875378315
290.0,33.90399377016353
292.0,59.80002465787202
293.0,35.04045219286298
294.0,37.01356350184957
295.0,39.20534045393858
296.0,35.81054897739505
297.0,32.998014691284496
298.0,37.70919881305638
299.0,44.076666202866285
300.0,39.42976234913525
301.0,50.22646412152709
302.0,32.211212911837876
303.0,47.93721461187214
304.0,28.621094333981162
305.0,41.062753740865325
306.0,37.684340320591865
307.0,25.554253308128544
308.0,29.473743452097494
309.0,43.59638942617666
310.0,43.258435993572576
311.0,39.76857330703484
312.0,36.456366237482115
313.0,43.50889592980746
314.0,30.631686310063465
315.0,42.91425837320574
316.0,41.739113064322815
317.0,31.54039945528824
318.0,50.46478873239437
319.0,35.68936131219646
320.0,28.505020080321284
321.0,35.27077414772727
322.0,37.50991596638656
323.0,35.12171520728584
324.0,35.500671140939595
325.0,23.19856687238537
326.0,48.02540834845735
327.0,30.51655101808668
328.0,27.96576227390181
329.0,47.15710774272839
331.0,32.429915397631135
332.0,33.91182343667893
333.0,28.14016129032258
334.0,42.17310832879695
335.0,43.98475996951994
337.0,35.8828967642527
338.0,20.780721003134797
339.0,31.022727272727273
340.0,49.188898094449044
341.0,36.15420386904762
342.0,24.74520478571881
343.0,41.636992840095466
344.0,30.846634281748784
345.0,25.667961919564796
346.0,42.36881810561609
347.0,29.222870709268967
349.0,32.46988945718528
350.0,39.64610234337638
351.0,32.86898914905768
352.0,37.570310053241464
353.0,31.10069012331712
354.0,42.94394706111327
355.0,37.81741867785939
356.0,32.03981294236603
357.0,41.84832612161239
358.0,26.40467210122886
359.0,33.067590987868286
360.0,59.62466666666667
361.0,29.793577540621094
362.0,25.25286776755326
363.0,48.87487051999171
364.0,33.65083913221449
365.0,26.812481157672597
366.0,29.335973195248247
367.0,21.938823529411764
368.0,27.36414245405323
369.0,34.53680798430436
370.0,29.543288785589773
371.0,25.14444546540476
372.0,37.38415605095541
373.0,31.04708286738904
374.0,36.34798782549882
375.0,34.815730337078655
376.0,35.47095098993833
377.0,34.10604631667191
378.0,52.78017556693489
382.0,54.83623417721519
383.0,48.65857128340616
384.0,43.25153374233129
385.0,33.0
386.0,29.68441592803281
387.0,31.37803046556533
388.0,34.21272554605888
389.0,31.448387096774194
390.0,29.51782250242483
391.0,32.68677016985138
392.0,26.62754303599374
393.0,35.64792656941485
394.0,41.764044943820224
395.0,34.13539873780837
396.0,45.09451544195953
397.0,31.49679360304014
398.0,36.710443037974684
399.0,37.09342021798051
401.0,30.232080200501255
402.0,27.704166119069523
403.0,41.514996544574984
404.0,32.40825884493925
405.0,32.17603539013042
406.0,31.99818226885896
407.0,28.181994266677
408.0,39.11129296235679
409.0,39.092330338561496
410.0,29.56451612903226
411.0,39.78170878459687
412.0,58.13220940550133
413.0,39.79445109499331
414.0,41.14344248301294
416.0,44.0872828353023
417.0,24.467552488621347
419.0,45.299888930025915
420.0,37.39177399252181
421.0,48.247375
422.0,29.102064220183486
423.0,29.67781018622392
425.0,32.63660925363053
426.0,36.78080120937264
427.0,38.56084134417878
429.0,33.72808716707022
430.0,32.086307938199255
431.0,46.595588235294116
432.0,31.692200986436497
433.0,33.518845974872036
435.0,45.76440962506995
436.0,29.276829366033503
437.0,37.30695652173913
438.0,36.17555581154245
439.0,27.23050259965338
440.0,30.73090178058587
441.0,31.319321876451465
442.0,33.265568032667346
443.0,47.69583333333333
444.0,36.34064062998829
445.0,47.574437700821136
446.0,23.188118052893827
447.0,38.5675849289685
448.0,37.58813050338474
449.0,34.12064490758946
451.0,36.23952658275409
452.0,28.08170024841292
453.0,38.29895857802835
455.0,33.0605418495535
456.0,38.819844439772965
457.0,42.605095541401276
458.0,33.44923331951927
459.0,30.719650205761315
460.0,33.36607247566553
461.0,47.6829992576095
462.0,41.73614396755661
463.0,43.539198182113296
464.0,48.31307550644567
465.0,59.176029962546814
466.0,41.706752232142854
468.0,30.65044223174056
469.0,46.389551103220896
470.0,51.56709956709957
471.0,25.682089552238807
472.0,31.684352052952736
473.0,39.305610561056106
474.0,45.0567104128748
475.0,44.325104200064125
476.0,43.54338842975206
477.0,50.71245551601424
478.0,46.52252252252252
479.0,36.34181240063593
480.0,23.713128159381505
481.0,31.826941890041088
482.0,42.08798424162836
483.0,36.461223336629466
484.0,30.02309542902967
485.0,46.84794007490637
486.0,27.027903648938707
487.0,25.834958217270195
488.0,39.100090113285276
489.0,38.846502766941846
490.0,31.935790725326992
491.0,33.28024691358025
492.0,25.355555555555554
493.0,38.66050507680291
494.0,30.88727583262169
495.0,31.819910392306852
496.0,35.22533194480604
497.0,48.56891495601173
500.0,36.12482836100362
501.0,37.75297724324962
502.0,46.16154651771688
503.0,36.46288626951258
504.0,80.0
505.0,51.99407699901283
506.0,55.0
507.0,28.28256105820949
508.0,43.25651446330385
509.0,40.008381689232756
510.0,46.48029739776952
511.0,28.790762949732073
512.0,26.56610515569168
513.0,30.72231985940246
514.0,89.95833333333333
515.0,33.28410288846722
516.0,35.49179726881129
517.0,36.45655526992288
518.0,44.7775
519.0,31.54361770365619
520.0,31.88888888888889
521.0,26.038817005545287
522.0,45.19791991679667
523.0,32.32772364924712
524.0,36.60124304874059
525.0,30.55334987593052
526.0,31.287322920450418
527.0,66.76923076923077
528.0,34.731368609064525
529.0,40.295422031473535
530.0,28.98128078817734
531.0,31.999656002751976
532.0,29.545281220209723
533.0,36.51957694193458
534.0,39.24541819393536
535.0,50.582089552238806
536.0,49.30779014308426
537.0,42.57470210815765
538.0,27.423076923076923
539.0,34.7975360297536
540.0,55.78260869565217
541.0,39.33977827636268
542.0,39.24585718589937
543.0,24.84577922077922
544.0,41.278690788565115
545.0,31.155526250721174
546.0,28.56282450674974
547.0,34.74478925428439
548.0,22.435593220338983
549.0,44.52399281498589
550.0,37.97384385094146
551.0,40.874110650950406
552.0,39.90975
554.0,34.296883424997304
557.0,38.90539527913076
558.0,31.76888888888889
559.0,70.33223684210526
560.0,12.0
561.0,42.65567010309278
562.0,31.224008138351984
563.0,41.26949073144616
564.0,39.453267162944584
565.0,40.71780821917808
566.0,50.13350276573479
567.0,51.85669291338583
569.0,33.593982791476584
570.0,29.102031063321387
571.0,28.51108920650567
572.0,49.15477888730385
573.0,36.53286978508218
574.0,33.951394422310756
575.0,29.143275424555924
576.0,36.19970359392367
577.0,35.76706463150471
578.0,41.510008703220194
579.0,47.44725274725275
580.0,27.32758620689655
581.0,31.705706258923225
582.0,36.83783783783784
583.0,39.62307882994546
584.0,34.45142917413775
585.0,41.76724038350468
586.0,48.2226148409894
587.0,31.991102746171613
588.0,36.424661429637794
589.0,40.64556213017752
590.0,28.83560721658738
591.0,32.51899406712123
592.0,40.12874908558888
594.0,34.69912546249579
595.0,35.38527551942186
596.0,38.53811533052039
597.0,44.13004271476032
598.0,33.351482479784366
599.0,38.563591907560046
600.0,25.05270713699754
601.0,29.6274568417906
602.0,30.005297259434375
603.0,32.17352859906051
604.0,38.92318382817435
605.0,28.61616709616167
606.0,42.76652046783626
607.0,40.43385214007782
609.0,45.578947368421055
610.0,46.160254015689205
611.0,29.58970876716463
612.0,39.65705705705706
613.0,38.389135254988915
615.0,38.23098394975576
616.0,32.749592435604825
617.0,58.47517123287671
618.0,48.01730665224446
619.0,38.0613810741688
620.0,43.592009685230025
621.0,25.960729982801453
622.0,42.46956443322211
623.0,27.454179493251242
624.0,42.1416344561016
625.0,40.42279411764706
626.0,29.034780401117036
627.0,32.82828618968386
628.0,36.04781594137635
629.0,39.43145279158141
630.0,29.24916980296657
631.0,38.844504558661455
632.0,34.468215396578536
633.0,39.03788668752173
634.0,37.27114375655824
636.0,48.46100139636944
637.0,44.54632152588556
638.0,42.77058823529412
639.0,31.916681793428936
640.0,35.313520698822636
641.0,39.67582110969388
642.0,42.45863980989024
643.0,34.34914397979231
644.0,28.455185185185186
645.0,45.284924548035264
646.0,34.16096318592267
647.0,24.45085891298226
648.0,71.95325203252033
649.0,32.77174451229576
650.0,33.95188101487314
651.0,34.77567419883643
653.0,47.09514170040486
654.0,39.45070422535211
655.0,33.94651673066374
656.0,52.69230769230769
657.0,37.379700115340256
658.0,12.333333333333334
659.0,51.49199337382662
660.0,46.37973811164714
661.0,32.30560928433269
663.0,31.014992025518342
664.0,40.442367601246104
665.0,45.59288537549407
666.0,37.61485510734572
667.0,36.430600169061705
668.0,35.89365279529214
669.0,33.1086616413028
670.0,27.717826501429933
671.0,31.384888888888888
672.0,26.01815914581872
674.0,35.69723281668425
675.0,38.23735680357642
677.0,30.174036777583186
678.0,40.70159197699699
679.0,37.48532455315146
680.0,32.336157310384806
682.0,29.417910447761194
683.0,27.65460107060923
684.0,33.41299790356394
685.0,38.49706979222163
687.0,27.98632946001367
689.0,32.084242263013216
690.0,44.09509875640088
691.0,35.46243022756548
692.0,33.929051901154146
693.0,43.498252107752414
694.0,40.94508009153318
695.0,41.58136696501221
696.0,29.43078125
697.0,22.898918387413964
698.0,41.852760736196316
699.0,32.72873194221509
700.0,33.88569128597303
701.0,53.73700440528634
704.0,29.262108262108264
705.0,42.05009107468124
706.0,34.82945736434109
707.0,41.47863247863248
708.0,45.17568214456678
710.0,32.296229802513466
711.0,43.21862287177942
712.0,34.34314656536879
713.0,32.0
714.0,36.568976088289396
715.0,29.62125
716.0,49.75890985324948
717.0,35.64093238551827
718.0,47.154041472704186
719.0,45.12317174582987
720.0,45.74570446735395
721.0,34.03758012820513
722.0,47.970453746042914
723.0,35.55194700274681
724.0,31.41025641025641
725.0,42.18368430366307
726.0,35.88751668891856
727.0,33.35841584158416
728.0,31.274506437768242
729.0,58.88659793814433
731.0,38.67847516365037
732.0,46.89090909090909
733.0,46.98697153620762
734.0,57.40909090909091
735.0,26.36124911284599
736.0,27.084967320261438
737.0,44.1307251908397
738.0,40.73187227120966
740.0,55.24302541847489
741.0,28.130434782608695
742.0,34.900506678949796
743.0,33.661116552399605
744.0,40.407828282828284
745.0,27.7264209868832
746.0,51.96630666752894
747.0,32.72093023255814
748.0,37.5405303030303
749.0,36.095150960658735
750.0,34.50681818181818
751.0,51.58099425093
752.0,39.46116739025567
753.0,38.75806451612903
754.0,32.88402848423194
755.0,29.729992520568437
756.0,28.35222121486854
757.0,42.04507512520868
758.0,40.47374621339616
759.0,36.27712122284339
760.0,45.49558737007256
761.0,36.89440302659397
762.0,44.13705733558179
763.0,31.294791177850776
764.0,46.22976338729763
765.0,45.10060120240481
766.0,78.30508474576271
767.0,36.09009628610729
769.0,42.776119402985074
770.0,31.34920411325539
771.0,39.549408131755015
772.0,43.670465337132
773.0,39.66115879828326
774.0,45.225636523266026
775.0,31.458542342874004
776.0,38.15006640106242
777.0,27.194986072423397
778.0,45.33236994219653
779.0,41.28739693757362
780.0,45.99762920815552
781.0,31.217821782178216
782.0,38.48328912466844
783.0,40.761337364396226
784.0,41.01292861157954
785.0,32.469967532467535
786.0,24.83411580594679
787.0,36.72196275495123
788.0,28.507094062007358
789.0,44.70236753100338
790.0,62.68181818181818
791.0,47.58620689655172
792.0,34.32386867790594
793.0,29.686833963561362
794.0,34.16992711929421
795.0,30.630837657524093
797.0,24.54054054054054
798.0,36.32943469785575
799.0,48.351303317535546
801.0,40.160388821385176
802.0,41.97133803831197
803.0,46.12903225806452
804.0,29.07907514450867
805.0,43.5324384787472
806.0,27.638010439054344
807.0,49.68659793814433
808.0,26.556486486486488
809.0,39.108521485797525
811.0,37.98448070035814
812.0,39.98294200280955
813.0,32.63179542203147
814.0,34.49127182044888
815.0,26.36466165413534
816.0,31.55622188905547
817.0,29.582426778242677
818.0,43.74960753532182
819.0,29.088953030700605
820.0,49.1693193362682
821.0,35.648505793860544
822.0,26.062732589048377
823.0,44.25111111111111
824.0,44.827083333333334
825.0,29.743679163034002
826.0,39.432867883995705
827.0,53.5606936416185
828.0,46.26618990862138
829.0,36.00878647214854
831.0,45.57155477031802
833.0,34.568043087971276
834.0,29.19732441471572
835.0,40.16799363057325
836.0,27.636754176610978
837.0,37.804239249604095
838.0,25.3477787456446
840.0,37.381625441696116
841.0,45.496365524402904
842.0,30.304072224356513
843.0,31.385226944203527
844.0,37.60940756177434
845.0,37.08273703041145
846.0,27.688871675703588
847.0,42.41904761904762
848.0,57.690631808278866
849.0,31.543793320730938
850.0,32.52164710409852
851.0,37.28708946772367
852.0,36.5544679952116
853.0,32.41140074477227
854.0,39.80326210646099
855.0,47.656565656565654
857.0,34.18608757062147
859.0,31.219997711932272
860.0,41.56930333817126
861.0,36.90195000366542
862.0,34.80965931757134
864.0,37.156193895870736
865.0,61.27450980392157
866.0,47.939583927044744
867.0,34.94845174918852
868.0,30.589483460741587
869.0,30.426666666666666
870.0,23.995720399429388
871.0,35.73991696322657
872.0,35.95926680244399
873.0,31.99599753694581
874.0,33.17907422006983
875.0,41.085027726432536
876.0,40.6
878.0,43.095467695274834
879.0,28.038760711931445
882.0,31.16932197110041
883.0,29.401481004507406
886.0,35.09473684210526
887.0,43.457459926017265
888.0,41.87012541455419
889.0,26.690520794304984
890.0,34.76086956521739
891.0,42.28509249183895
892.0,39.85018382352941
893.0,41.175824175824175
894.0,33.795969773299745
895.0,32.82369035165366
896.0,39.06898795964855
897.0,38.731617647058826
898.0,34.592592592592595
899.0,38.9901295496607
900.0,43.930699278770774
901.0,38.78407079646018
902.0,31.176234979973298
903.0,38.98529411764706
904.0,35.945945945945944
905.0,46.57692307692308
906.0,52.95774647887324
907.0,28.262887942275928
908.0,38.22401774397972
909.0,25.557541604296908
910.0,23.59375
911.0,46.628422425032596
912.0,32.61037273908264
913.0,40.744686723709634
914.0,44.1171875
916.0,38.15319320937753
917.0,32.75207468879668
918.0,46.49297606659729
919.0,33.35896427400852
920.0,35.30721489526765
921.0,38.5
922.0,39.61890243902439
923.0,26.787610619469028
925.0,37.7065190268247
926.0,37.22088614451305
927.0,46.723958333333336
928.0,27.008691873098652
929.0,36.754376996805114
930.0,31.74956334811232
931.0,36.1718704827985
932.0,37.29068887206662
933.0,22.5965387823186
934.0,48.286821705426355
935.0,27.211660950514453
936.0,32.48376323091152
937.0,42.24225876911217
939.0,27.5
940.0,31.621666666666666
941.0,45.26984126984127
942.0,39.41862470359992
944.0,52.665763749852786
945.0,37.47785744411641
946.0,37.61158027341016
948.0,28.81125654450262
949.0,31.59817729908865
950.0,50.53659345213427
951.0,33.2343656938654
952.0,38.52717948717949
953.0,79.0
954.0,25.853630908645602
955.0,48.27686864219372
956.0,24.87917485265226
957.0,30.651293809367836
958.0,42.7125
959.0,97.01030927835052
961.0,40.94346617238183
963.0,52.45434782608696
964.0,37.42675159235669
965.0,30.32617619197979
